2017-06-01 0:03	0.15415147
2017-06-01 0:03	0.02466812
2017-06-01 0:19	0.25328
2017-06-01 0:19	0.22238
2017-06-01 0:19	0.08678597
2017-06-01 0:19	0.05059623
2017-06-01 0:19	0.021
2017-06-01 0:29	0.15984049
2017-06-01 0:29	0.12313989
2017-06-01 0:29	0.05429317
2017-06-01 0:29	0.0292559
2017-06-01 0:43	0.07913321
2017-06-01 0:43	0.031
2017-06-01 0:48	0.48807
2017-06-01 0:48	0.37
2017-06-01 0:48	0.0282204
2017-06-01 0:54	0.03207295
2017-06-01 1:01	0.19162097
2017-06-01 1:01	0.1343301
2017-06-01 1:01	0.07890641
2017-06-01 1:01	0.0487424
2017-06-01 1:01	0.022
2017-06-01 1:08	0.0776
2017-06-01 1:08	0.0201425
2017-06-01 1:17	0.03905552
2017-06-01 1:24	1
2017-06-01 1:24	0.15
2017-06-01 1:24	0.1
2017-06-01 1:24	0.069
2017-06-01 1:24	0.0248277
2017-06-01 1:24	0.02039006
2017-06-01 1:30	0.32194931
2017-06-01 1:30	0.21545252
2017-06-01 1:33	0.1041
2017-06-01 1:33	0.08759408
2017-06-01 1:33	0.03459795
2017-06-01 1:34	0.25
2017-06-01 1:34	0.035603
2017-06-01 1:44	0.881172
2017-06-01 1:44	0.2357752
2017-06-01 1:44	0.17421368
2017-06-01 1:44	0.10731796
2017-06-01 1:44	0.09
2017-06-01 1:44	0.06081705
2017-06-01 1:48	0.10605226
2017-06-01 1:48	0.10245207
2017-06-01 1:48	0.093746
2017-06-01 1:48	0.07294287
2017-06-01 1:48	0.05
2017-06-01 1:58	0.15
2017-06-01 1:58	0.065404
2017-06-01 1:58	0.03294152
2017-06-01 2:05	0.47913664
2017-06-01 2:05	0.07773619
2017-06-01 2:05	0.06088015
2017-06-01 2:19	0.4
2017-06-01 2:19	0.157
2017-06-01 2:34	0.077
2017-06-01 2:34	0.04043315
2017-06-01 2:52	0.17909973
2017-06-01 2:52	0.17368857
2017-06-01 2:52	0.128
2017-06-01 2:52	0.11586385
2017-06-01 2:52	0.06200905
2017-06-01 2:52	0.04792
2017-06-01 2:52	0.04413152
2017-06-01 2:52	0.04026208
2017-06-01 2:55	0.2658
2017-06-01 2:55	0.1583
2017-06-01 2:55	0.06844915
2017-06-01 2:59	0.032207
2017-06-01 3:03	0.06
2017-06-01 3:09	0.1998
2017-06-01 3:25	1
2017-06-01 3:25	0.999232
2017-06-01 3:25	0.407
2017-06-01 3:25	0.099
2017-06-01 3:25	0.09489768
2017-06-01 3:25	0.04340918
2017-06-01 3:25	0.02926492
2017-06-01 4:00	0.32355306
2017-06-01 4:00	0.16099884
2017-06-01 4:00	0.13957694
2017-06-01 4:00	0.129965
2017-06-01 4:00	0.12159496
2017-06-01 4:00	0.07137062
2017-06-01 4:07	0.4556222
2017-06-01 4:07	0.21652363
2017-06-01 4:07	0.16991104
2017-06-01 4:07	0.150075
2017-06-01 4:07	0.10997994
2017-06-01 4:25	5.18
2017-06-01 4:25	0.099
2017-06-01 4:25	0.04750707
2017-06-01 4:29	5.29004244
2017-06-01 4:29	0.6788
2017-06-01 4:44	0.4455211
2017-06-01 4:44	0.3681
2017-06-01 4:44	0.073554
2017-06-01 4:44	0.0615286
2017-06-01 4:44	0.059944
2017-06-01 4:49	9.44
2017-06-01 4:49	2.55921288
2017-06-01 4:49	0.11658606
2017-06-01 4:51	1.36420656
2017-06-01 4:51	0.214
2017-06-01 4:51	0.167086
2017-06-01 4:51	0.02076
2017-06-01 4:56	0.1433474
2017-06-01 4:56	0.05113321
2017-06-01 4:56	0.043
2017-06-01 4:56	0.02563874
2017-06-01 5:05	0.02
2017-06-01 5:05	0.31113292
2017-06-01 5:05	0.0404
2017-06-01 5:05	0.0294303
2017-06-01 5:18	0.09250714
2017-06-01 5:18	0.041932
2017-06-01 5:22	0.10487215
2017-06-01 5:22	0.0612
